# !  MKO filter system                                                                                                                                                                                    



#   t (Gyr) =  0.001
#---------------------------------------------------------------------------------------------------------------------------

age_Gyr  M_Msun   Teff(K)   L/Ls  lg(g)   R(Gm)   D      Li            J             H            Ks        Lprime             M'          
0.300  0.0600  2321.   -3.48   5.10   0.79  0.0000  0.1600        11.216        10.678        10.337         9.614         9.802  
0.300  0.0700  2503.   -3.31   5.14   0.82  0.0000  0.0000        10.820        10.310         9.988         9.370         9.536  
0.300  0.0720  2536.   -3.28   5.14   0.83  0.0000  0.0000        10.756        10.243         9.918         9.319         9.484  
0.300  0.0750  2581.   -3.24   5.14   0.84  0.0000  0.0000        10.665        10.148         9.820         9.246         9.410  
0.300  0.0800  2647.   -3.17   5.15   0.86  0.0000  0.0000        10.535        10.011         9.682         9.138         9.284  
0.300  0.0900  2762.   -3.05   5.16   0.91  0.0000  0.0000        10.288         9.751         9.426         8.928         9.042  
0.300  0.1000  2850.   -2.95   5.16   0.96  0.0000  0.0000        10.083         9.537         9.217         8.750         8.842  
0.300  0.1100  2952.   -2.86   5.16   1.00  0.0000  0.0000         9.885         9.331         9.019         8.585         8.655  
0.300  0.1300  3064.   -2.70   5.14   1.12  0.0000  0.0000         9.525         8.965         8.664         8.265         8.309  
0.300  0.1500  3154.   -2.56   5.12   1.23  0.0000  0.0000         9.222         8.657         8.365         7.992         8.024  
0.300  0.1750  3235.   -2.42   5.09   1.37  0.0000  0.0000         8.904         8.335         8.053         7.702         7.729  
0.300  0.2000  3291.   -2.31   5.07   1.51  0.0000  0.0000         8.644         8.073         7.796         7.461         7.485  
0.300  0.2500  3373.   -2.13   5.02   1.77  0.0000  0.0000         8.221         7.644         7.376         7.063         7.086  
0.300  0.3000  3437.   -1.99   4.99   2.01  0.0000  0.0000         7.884         7.302         7.040         6.745         6.771  
0.300  0.3500  3480.   -1.86   4.96   2.26  0.0000  0.0000         7.594         7.009         6.751         6.467         6.497  
0.300  0.4000  3533.   -1.74   4.92   2.52  0.0000  0.0000         7.312         6.723         6.469         6.199         6.233  
0.300  0.4500  3594.   -1.61   4.87   2.83  0.0000  0.0000         7.015         6.419         6.171         5.916         5.954  
0.300  0.5000  3661.   -1.48   4.82   3.17  0.0000  0.0000         6.712         6.110         5.870         5.630         5.676  
0.300  0.5700  3805.   -1.29   4.75   3.67  0.0000  0.0000         6.278         5.661         5.439         5.236         5.295  
0.300  0.6000  3890.   -1.20   4.72   3.89  0.0000  0.0000         6.088         5.463         5.255         5.074         5.141  
0.300  0.6200  3952.   -1.14   4.71   4.02  0.0000  0.0000         5.962         5.331         5.134         4.970         5.044  
0.300  0.7000  4214.   -0.92   4.64   4.59  0.0000  0.0017         5.462         4.825         4.675         4.575         4.676  
0.300  0.7500  4420.   -0.77   4.62   4.91  0.0000  0.0267         5.150         4.534         4.416         4.359         4.468  
0.300  0.8000  4603.   -0.64   4.58   5.26  0.0000  0.1390         4.867         4.303         4.201         4.155         4.255  
0.300  0.8500  4774.   -0.52   4.55   5.65  0.0000  0.3280         4.603         4.092         3.999         3.957         4.045  
0.300  0.9000  4951.   -0.40   4.52   6.03  0.0000  0.5280         4.358         3.891         3.809         3.772         3.850  
0.300  0.9500  5126.   -0.28   4.48   6.43  0.0000  0.6850         4.124         3.701         3.625         3.592         3.661  
0.300  1.0000  5292.   -0.17   4.45   6.86  0.0000  0.7890         3.900         3.511         3.444         3.418         3.479  
0.300  1.0500  5443.   -0.07   4.41   7.33  0.0000  0.8560         3.686         3.324         3.265         3.241         3.296  
0.300  1.1000  5590.    0.04   4.38   7.81  0.0000  0.9020         3.482         3.148         3.093         3.073         3.119  
0.300  1.1500  5741.    0.13   4.35   8.29  0.0000  0.9330         3.287         2.976         2.928         2.912         2.951  
0.300  1.2000  5901.    0.23   4.32   8.75  0.0000  0.9550         3.106         2.819         2.776         2.764         2.794  
0.300  1.3000  6232.    0.40   4.28   9.56  0.0000  0.9790         2.790         2.554         2.517         2.510         2.522  
0.300  1.4000  6633.    0.56   4.26  10.09  0.0000  0.9900         2.536         2.353         2.323         2.321         2.319  
0.400  0.0050   434.   -6.39   4.02   0.80  1.0000  1.0000        19.150        20.108        22.016        16.090        14.709  
0.400  0.0060   479.   -6.22   4.10   0.79  1.0000  1.0000        18.459        19.361        20.881        15.581        14.496  
0.400  0.0070   518.   -6.09   4.18   0.79  1.0000  1.0000        17.946        18.769        20.011        15.180        14.306  
0.400  0.0080   559.   -5.96   4.24   0.78  1.0000  1.0000        17.498        18.214        19.227        14.807        14.131  
0.400  0.0090   598.   -5.85   4.30   0.78  1.0000  1.0000        17.066        17.702        18.489        14.464        13.959  
0.400  0.0100   647.   -5.72   4.35   0.77  0.9800  1.0000        16.664        17.244        17.861        14.154        13.807  
0.400  0.0120   819.   -5.30   4.42   0.78  0.3435  1.0000        15.406        15.770        15.905        13.136        13.335  
0.400  0.0150   844.   -5.28   4.55   0.75  0.0000  1.0000        15.340        15.702        15.816        13.096        13.227  
0.400  0.0200   999.   -5.01   4.69   0.74  0.0000  1.0000        14.642        14.842        14.834        12.526        12.648  
0.400  0.0300  1363.   -4.49   4.89   0.72  0.0000  1.0000        13.770        13.133        13.017        11.293        11.954  
0.400  0.0400  1683.   -4.12   5.02   0.72  0.0000  1.0000        13.646        12.631        11.670        10.360        10.582  
0.400  0.0500  1979.   -3.83   5.10   0.73  0.0000  0.9640        12.251        11.560        11.080        10.117        10.238  
0.400  0.0600  2208.   -3.62   5.16   0.74  0.0000  0.0331        11.579        11.007        10.641         9.839         9.994  
0.400  0.0700  2403.   -3.44   5.20   0.77  0.0000  0.0000        11.118        10.604        10.292         9.610         9.805  
0.400  0.0720  2441.   -3.41   5.20   0.78  0.0000  0.0000        11.040        10.527        10.215         9.555         9.742  
0.400  0.0750  2493.   -3.36   5.20   0.79  0.0000  0.0000        10.930        10.417        10.105         9.476         9.652  
0.400  0.0800  2578.   -3.28   5.21   0.81  0.0000  0.0000        10.759        10.240         9.921         9.340         9.512  
0.400  0.0900  2713.   -3.14   5.21   0.86  0.0000  0.0000        10.475         9.941         9.619         9.099         9.230  
0.400  0.1000  2822.   -3.01   5.20   0.91  0.0000  0.0000        10.215         9.671         9.353         8.875         8.979  
0.400  0.1100  2934.   -2.90   5.20   0.96  0.0000  0.0000         9.982         9.429         9.118         8.677         8.753  
0.400  0.1300  3057.   -2.72   5.16   1.09  0.0000  0.0000         9.583         9.022         8.722         8.320         8.367  
0.400  0.1500  3150.   -2.58   5.13   1.21  0.0000  0.0000         9.257         8.692         8.400         8.026         8.058  
0.400  0.1750  3234.   -2.43   5.10   1.36  0.0000  0.0000         8.924         8.355         8.073         7.722         7.749  
0.400  0.2000  3290.   -2.32   5.07   1.50  0.0000  0.0000         8.656         8.085         7.808         7.472         7.497  
0.400  0.2500  3373.   -2.13   5.03   1.77  0.0000  0.0000         8.227         7.650         7.381         7.069         7.092  
0.400  0.3000  3437.   -1.99   4.99   2.01  0.0000  0.0000         7.886         7.305         7.042         6.747         6.773  
0.400  0.3500  3479.   -1.86   4.95   2.27  0.0000  0.0000         7.585         7.000         6.742         6.457         6.487  
0.400  0.4000  3529.   -1.74   4.92   2.54  0.0000  0.0000         7.302         6.712         6.458         6.187         6.221  
0.400  0.4500  3589.   -1.61   4.87   2.84  0.0000  0.0000         7.009         6.413         6.165         5.908         5.946  
0.400  0.5000  3654.   -1.48   4.82   3.18  0.0000  0.0000         6.708         6.106         5.865         5.624         5.669  
0.400  0.5700  3801.   -1.29   4.75   3.68  0.0000  0.0000         6.277         5.660         5.437         5.233         5.291  
0.400  0.6000  3886.   -1.20   4.72   3.89  0.0000  0.0000         6.086         5.461         5.253         5.071         5.138  
0.400  0.6200  3949.   -1.14   4.70   4.03  0.0000  0.0000         5.960         5.329         5.132         4.966         5.040  
0.400  0.7000  4213.   -0.91   4.64   4.61  0.0000  0.0016         5.457         4.820         4.670         4.570         4.671  
0.400  0.7500  4419.   -0.77   4.61   4.92  0.0000  0.0262         5.146         4.530         4.412         4.355         4.464  
0.400  0.8000  4602.   -0.64   4.58   5.27  0.0000  0.1360         4.864         4.300         4.197         4.151         4.251  
0.400  0.8500  4773.   -0.52   4.55   5.66  0.0000  0.3270         4.599         4.087         3.994         3.952         4.041  
0.400  0.9000  4951.   -0.40   4.51   6.05  0.0000  0.5280         4.354         3.887         3.804         3.768         3.846  
0.400  0.9500  5127.   -0.28   4.48   6.45  0.0000  0.6850         4.119         3.696         3.621         3.587         3.657  
0.400  1.0000  5293.   -0.17   4.45   6.87  0.0000  0.7890         3.894         3.504         3.438         3.412         3.473  
0.400  1.0500  5444.   -0.06   4.41   7.35  0.0000  0.8560         3.678         3.317         3.258         3.234         3.288  
0.400  1.1000  5591.    0.04   4.38   7.84  0.0000  0.9020         3.473         3.139         3.085         3.064         3.110  
0.400  1.1500  5744.    0.14   4.34   8.32  0.0000  0.9330         3.278         2.967         2.919         2.904         2.943  
0.400  1.2000  5905.    0.23   4.31   8.79  0.0000  0.9550         3.095         2.809         2.766         2.754         2.784  
0.400  1.3000  6230.    0.41   4.27   9.61  0.0000  0.9790         2.778         2.542         2.504         2.497         2.509  
0.400  1.4000  6621.    0.56   4.25  10.19  0.0000  0.9900         2.520         2.335         2.305         2.303         2.301  
0.500  0.0050   409.   -6.50   4.03   0.79  1.0000  1.0000        19.576        20.535        22.725        16.380        14.796  
0.500  0.0060   449.   -6.34   4.11   0.78  1.0000  1.0000        18.976        19.873        21.737        15.930        14.611  
0.500  0.0070   488.   -6.20   4.18   0.78  1.0000  1.0000        18.373        19.231        20.747        15.494        14.408  
0.500  0.0080   525.   -6.08   4.25   0.77  1.0000  1.0000        17.920        18.697        19.969        15.134        14.233  
0.500  0.0090   564.   -5.96   4.31   0.77  1.0000  1.0000        17.490        18.180        19.228        14.788        14.065  
0.500  0.0100   599.   -5.86   4.36   0.76  0.9800  1.0000        17.092        17.720        18.559        14.480        13.906  
0.500  0.0120   759.   -5.45   4.43   0.77  0.3375  1.0000        15.825        16.257        16.534        13.485        13.540  
0.500  0.0150   791.   -5.40   4.56   0.74  0.0000  1.0000        15.664        16.071        16.316        13.370        13.472  
0.500  0.0200   936.   -5.13   4.70   0.72  0.0000  1.0000        14.955        15.233        15.293        12.796        12.898  
0.500  0.0300  1264.   -4.64   4.91   0.70  0.0000  1.0000        13.983        13.499        13.542        11.678        12.289  
0.500  0.0400  1583.   -4.26   5.04   0.70  0.0000  1.0000        13.292        12.637        12.259        10.858        11.355  
0.500  0.0500  1875.   -3.96   5.13   0.70  0.0000  0.9570        12.613        12.022        11.533        10.472        10.658  
0.500  0.0600  2116.   -3.73   5.19   0.71  0.0000  0.0073        11.844        11.241        10.865        10.001        10.150  
0.500  0.0700  2329.   -3.53   5.23   0.74  0.0000  0.0000        11.355        10.813        10.493         9.761         9.958  
0.500  0.0720  2369.   -3.50   5.24   0.74  0.0000  0.0000        11.259        10.731        10.419         9.711         9.910  
0.500  0.0750  2426.   -3.44   5.24   0.75  0.0000  0.0000        11.130        10.613        10.308         9.635         9.830  
0.500  0.0800  2518.   -3.36   5.25   0.77  0.0000  0.0000        10.934        10.419        10.111         9.493         9.672  
